,價格,烘焙項目,總烘焙時間,總鍋數,豆子種類
0,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
1,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
2,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
3,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
4,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
5,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
6,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
7,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
8,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
9,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
10,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
11,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
12,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
13,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
14,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
15,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
16,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
17,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
18,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
19,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
20,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
21,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
22,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
23,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
24,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
25,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
26,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
27,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
28,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
29,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
30,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
31,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
32,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
33,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
34,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
35,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
36,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
37,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
38,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
39,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
40,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
41,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
42,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
43,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
44,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
45,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
46,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
47,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
48,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
49,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
50,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
51,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
52,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
53,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
54,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
55,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
56,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
57,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
58,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
59,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
60,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
61,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
62,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
63,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
64,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
65,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
66,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
67,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
68,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
69,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
70,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
71,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
72,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
73,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
74,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
75,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
76,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
77,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
78,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
79,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
80,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
81,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
82,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
83,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
84,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
85,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
86,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
87,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
88,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
89,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
90,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
91,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
92,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
93,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
94,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
95,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
96,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
97,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
98,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
99,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
100,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
101,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
102,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
103,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
104,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
105,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
106,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
107,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
108,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
109,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
110,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
111,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
112,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
113,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
114,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
115,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
116,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
117,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
118,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
119,2410,"Counter({'衣索匹亞': 3, '瓜地馬拉': 2, '肯亞': 1})",100,6,"{'衣索匹亞', '肯亞', '瓜地馬拉'}"
120,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
121,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
122,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
123,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
124,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
125,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
126,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
127,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
128,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
129,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
130,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
131,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
132,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
133,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
134,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
135,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
136,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
137,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
138,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
139,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
140,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
141,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
142,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
143,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
144,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
145,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
146,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
147,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
148,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
149,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
150,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
151,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
152,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
153,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
154,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
155,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
156,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
157,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
158,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
159,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
160,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
161,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
162,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
163,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
164,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
165,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
166,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
167,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
168,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
169,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
170,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
171,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
172,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
173,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
174,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
175,2040,"Counter({'衣索匹亞': 3, '肯亞': 1, '哥斯大黎加': 1})",84,5,"{'衣索匹亞', '哥斯大黎加', '肯亞'}"
